,Unnamed: 0_x,hh_sex,hh_age,cond_migracion,escolaridad,work_30days,mig_ocupacion,orig_ocupacion,student_status,modalidad_educacion,no_escuela_why,no_escuela_why/1,no_escuela_why/2,no_escuela_why/3,no_escuela_why/4,no_escuela_why/5,no_escuela_why/6,no_escuela_why/7,no_escuela_why/8,no_escuela_why/9,no_escuela_why/10,no_escuela_why/11,no_escuela_why/12,no_escuela_why/13,no_escuela_why/14,no_escuela_why/15,no_escuela_why/16,no_escuela_why/17,no_escuela_why/18,no_escuela_why/19,no_escuela_why/20,no_escuela_why/21,no_escuela_why/22,no_escuela_why/23,no_escuela_why/24,no_escuela_why/88,no_escuela_why/99,school_feeding,income_contributer_main,income_manager,housework_yn,pregnant_yn,breastfeeding_yn,vulnerability,vulnerability/1,vulnerability/2,vulnerability/3,vulnerability/99,_index_x,_parent_table_name_x,rsp_id,_submission__id_x,_submission__uuid_x,_submission__submission_time_x,_submission__validation_status_x,_submission__notes_x,_submission__status_x,_submission__submitted_by_x,_submission__tags_x,country_x,migrated_yn_x,Unnamed: 0_y,mig_ext_sex,mig_ext_age,mig_ext_motivo,mig_ext_motivo/1,mig_ext_motivo/2,mig_ext_motivo/3,mig_ext_motivo/4,mig_ext_motivo/5,mig_ext_motivo/6,mig_ext_motivo/7,mig_ext_motivo/8,mig_ext_motivo/9,mig_ext_motivo/10,mig_ext_motivo/11,mig_ext_motivo/12,mig_ext_motivo/13,mig_ext_motivo/14,mig_ext_motivo/15,mig_ext_motivo/16,mig_ext_motivo/99,mig_ext_acompany,mig_ext_acompany/1,mig_ext_acompany/2,mig_ext_acompany/3,mig_ext_acompany/4,mig_ext_acompany/5,mig_ext_acompany/6,mig_ext_acompany/7,mig_ext_acompany/8,mig_ext_acompany/9,mig_ext_acompany/99,mig_ext_medio,mig_ext_medio/1,mig_ext_medio/2,mig_ext_medio/3,mig_ext_medio/4,mig_ext_medio/5,mig_ext_medio/6,mig_ext_medio/7,mig_ext_medio/8,mig_ext_medio/9,mig_ext_medio/10,mig_ext_medio/11,mig_ext_medio/12,mig_ext_medio/99,mig_ext_cost_awareness,mig_ext_cost_currency,mig_ext_cost_total,mig_ext_attempts,mig_ext_cost_dist_awareness,mig_ext_cost_transportation,mig_ext_cost_subsistence,mig_ext_cost_intermediaries,mig_ext_cost_other,sum_gasto_viaje,note_mig_calculo,mig_ext_finance,mig_ext_finance/1,mig_ext_finance/2,mig_ext_finance/3,mig_ext_finance/4,mig_ext_finance/5,mig_ext_finance/6,mig_ext_finance/7,mig_ext_finance/8,mig_ext_finance/9,mig_ext_finance/10,mig_ext_finance/11,mig_ext_finance/99,mig_ext_violence,mig_ext_violence/1,mig_ext_violence/2,mig_ext_violence/3,mig_ext_violence/4,mig_ext_violence/5,mig_ext_violence/6,mig_ext_violence/7,mig_ext_violence/8,mig_ext_violence/9,mig_ext_violence/10,mig_ext_violence/11,mig_ext_violence/99,mig_ext_violence_who,mig_ext_violence_who/1,mig_ext_violence_who/2,mig_ext_violence_who/3,mig_ext_violence_who/4,mig_ext_violence_who/5,mig_ext_violence_who/6,mig_ext_violence_who/7,mig_ext_violence_who/99,mig_ext_country,mig_ext_country_other,mig_ext_llego,mig_ext_return,_index_y,_parent_table_name_y,_submission__id_y,_submission__uuid_y,_submission__submission_time_y,_submission__validation_status_y,_submission__notes_y,_submission__status_y,_submission__submitted_by_y,_submission__tags_y,country_y,mig_ext_finance_group/1,mig_ext_finance_group/2,mig_ext_finance_group/3,mig_ext_medio_group/1,mig_ext_medio_group/2,mig_ext_medio_group/3,cost_per_attempt,migrated_yn_y
1287,9976,1,52,5,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,9977,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2235,174915244,40458902-29eb-43b9-afc6-b53567c3edb9,2021-04-29T22:22:58,,[],submitted_via_web,wfpmandeteam,[],HND,1,808,1,52,2 7 8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0,3895.0,1.0,,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,4,,1,,840,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174915244,40458902-29eb-43b9-afc6-b53567c3edb9,2021-04-29T22:22:58,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,1,0,0,3895.0,1
1288,10004,2,33,2,9.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,3,0.0,0.0,1.0,0.0,10005,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2242,174916345,fe9336f5-afca-4896-804c-05d60d893e28,2021-04-29T22:33:39,,[],submitted_via_web,wfpmandeteam,[],HND,1,809,2,33,1 7 8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,10250.0,1.0,0.0,,,,,,,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,2,6.0,841,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174916345,fe9336f5-afca-4896-804c-05d60d893e28,2021-04-29T22:33:39,,[],submitted_via_web,wfpmandeteam,[],HND,1,0,0,0,0,1,10250.0,1
1306,10100,1,55,3,3.0,1.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,3,0.0,0.0,1.0,0.0,10101,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2256,174916513,997dca24-8611-4c03-867f-49a4670335e5,2021-04-29T22:34:45,,[],submitted_via_web,wfpmandeteam,[],HND,1,828,1,55,1 2 7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0,2050.0,1.0,0.0,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,4,,2,5.0,860,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174916513,997dca24-8611-4c03-867f-49a4670335e5,2021-04-29T22:34:45,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,0,0,1,2050.0,1
1347,10132,2,25,5,6.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,10133,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2261,174916887,bee56930-cc26-4bd2-a40c-85b695f0214a,2021-04-29T22:37:50,,[],submitted_via_web,wfpmandeteam,[],HND,1,841,2,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,6000.0,2.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,2,1.0,874,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174916887,bee56930-cc26-4bd2-a40c-85b695f0214a,2021-04-29T22:37:50,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,1,0,3000.0,1
1348,10132,2,25,5,6.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,10133,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2261,174916887,bee56930-cc26-4bd2-a40c-85b695f0214a,2021-04-29T22:37:50,,[],submitted_via_web,wfpmandeteam,[],HND,1,842,2,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1886.0,1.0,,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,4,,1,,873,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174916887,bee56930-cc26-4bd2-a40c-85b695f0214a,2021-04-29T22:37:50,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,1,0,0,1886.0,1
1349,10133,2,28,3,3.0,1.0,1.0,1.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,3,0.0,0.0,1.0,0.0,10134,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2261,174916887,bee56930-cc26-4bd2-a40c-85b695f0214a,2021-04-29T22:37:50,,[],submitted_via_web,wfpmandeteam,[],HND,1,841,2,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0,6000.0,2.0,0.0,,,,,,,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,2,1.0,874,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174916887,bee56930-cc26-4bd2-a40c-85b695f0214a,2021-04-29T22:37:50,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,0,1,0,3000.0,1
1350,10133,2,28,3,3.0,1.0,1.0,1.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,3,0.0,0.0,1.0,0.0,10134,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2261,174916887,bee56930-cc26-4bd2-a40c-85b695f0214a,2021-04-29T22:37:50,,[],submitted_via_web,wfpmandeteam,[],HND,1,842,2,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1886.0,1.0,,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,4,,1,,873,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174916887,bee56930-cc26-4bd2-a40c-85b695f0214a,2021-04-29T22:37:50,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,1,0,0,1886.0,1
1352,10225,2,25,3,3.0,1.0,2.0,2.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,3,0.0,0.0,1.0,0.0,10226,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2277,174918924,0368a818-b555-4bf1-8737-39f20ae25a2c,2021-04-29T22:52:55,,[],submitted_via_web,wfpmandeteam,[],GT,1,845,2,25,1 7 8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,11050.0,3.0,0.0,,,,,,,4 5,0,0,0,1,1,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,2,1.0,877,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174918924,0368a818-b555-4bf1-8737-39f20ae25a2c,2021-04-29T22:52:55,,[],submitted_via_web,wfpmandeteam,[],GT,1,1,0,0,1,0,3683.333333333334,1
1353,10233,2,30,4,4.0,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,10234,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2280,174918928,2db9d296-ebd3-404b-b075-0915d30253be,2021-04-29T22:52:58,,[],submitted_via_web,wfpmandeteam,[],GT,1,846,2,29,8 1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,11050.0,3.0,0.0,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,1,,4,,878,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174918928,2db9d296-ebd3-404b-b075-0915d30253be,2021-04-29T22:52:58,,[],submitted_via_web,wfpmandeteam,[],GT,1,0,0,0,1,0,3683.333333333334,1
1354,10271,2,24,5,8.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,10272,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2291,174919247,9884b7a8-8da2-48a9-a582-21ebbb8dffcd,2021-04-29T22:57:06,,[],submitted_via_web,wfpmandeteam,[],HND,1,848,2,24,9 1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,7 12,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2.0,828.2,1.0,,,,,,,,10 3,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,14,,1,,880,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174919247,9884b7a8-8da2-48a9-a582-21ebbb8dffcd,2021-04-29T22:57:06,,[],submitted_via_web,wfpmandeteam,[],HND,1,0,1,1,0,0,828.2,1
1355,10275,1,17,2,5.0,1.0,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,1.0,0.0,10276,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2293,174919250,71c445eb-6e28-4cc7-bc9e-6cdee2532a5f,2021-04-29T22:57:08,,[],submitted_via_web,wfpmandeteam,[],HND,1,850,2,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,6 12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2.0,164.0,1.0,,,,,,,,11 6,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,8,,2,6.0,882,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174919250,71c445eb-6e28-4cc7-bc9e-6cdee2532a5f,2021-04-29T22:57:08,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,1,0,0,164.0,1
1357,10276,2,19,2,5.0,0.0,5.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,3,0.0,0.0,1.0,0.0,10277,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2293,174919250,71c445eb-6e28-4cc7-bc9e-6cdee2532a5f,2021-04-29T22:57:08,,[],submitted_via_web,wfpmandeteam,[],HND,1,850,2,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,6 12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2.0,164.0,1.0,,,,,,,,11 6,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,8,,2,6.0,882,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174919250,71c445eb-6e28-4cc7-bc9e-6cdee2532a5f,2021-04-29T22:57:08,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,1,0,0,164.0,1
1359,10277,2,25,6,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,10278,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2293,174919250,71c445eb-6e28-4cc7-bc9e-6cdee2532a5f,2021-04-29T22:57:08,,[],submitted_via_web,wfpmandeteam,[],HND,1,850,2,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,6 12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2.0,164.0,1.0,,,,,,,,11 6,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,8,,2,6.0,882,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174919250,71c445eb-6e28-4cc7-bc9e-6cdee2532a5f,2021-04-29T22:57:08,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,1,0,0,164.0,1
1361,10279,2,47,2,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,,,3,0.0,0.0,1.0,0.0,10280,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2293,174919250,71c445eb-6e28-4cc7-bc9e-6cdee2532a5f,2021-04-29T22:57:08,,[],submitted_via_web,wfpmandeteam,[],HND,1,850,2,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,6 12,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2.0,164.0,1.0,,,,,,,,11 6,0,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,8,,2,6.0,882,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174919250,71c445eb-6e28-4cc7-bc9e-6cdee2532a5f,2021-04-29T22:57:08,,[],submitted_via_web,wfpmandeteam,[],HND,0,1,0,1,0,0,164.0,1
1363,10328,2,46,3,3.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,3,0.0,0.0,1.0,0.0,10329,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2303,174920777,06c42be0-2f3e-4c87-bb90-58bb2e533284,2021-04-29T23:10:29,,[],submitted_via_web,wfpmandeteam,[],HND,1,852,2,50,1 7 8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3 9,0,0,1,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.0,82.0,1.0,0.0,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,2,1.0,884,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174920777,06c42be0-2f3e-4c87-bb90-58bb2e533284,2021-04-29T23:10:29,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,0,0,0,1,82.0,1
1364,10328,2,46,3,3.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,3,0.0,0.0,1.0,0.0,10329,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2303,174920777,06c42be0-2f3e-4c87-bb90-58bb2e533284,2021-04-29T23:10:29,,[],submitted_via_web,wfpmandeteam,[],HND,1,853,2,46,1 3 8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3 9,0,0,1,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.0,82.0,1.0,0.0,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,2,1.0,885,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174920777,06c42be0-2f3e-4c87-bb90-58bb2e533284,2021-04-29T23:10:29,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,0,0,1,82.0,1
1365,10329,2,50,3,3.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,3,0.0,0.0,1.0,0.0,10330,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2303,174920777,06c42be0-2f3e-4c87-bb90-58bb2e533284,2021-04-29T23:10:29,,[],submitted_via_web,wfpmandeteam,[],HND,1,852,2,50,1 7 8,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3 9,0,0,1,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.0,82.0,1.0,0.0,,,,,,,99,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,2,1.0,884,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174920777,06c42be0-2f3e-4c87-bb90-58bb2e533284,2021-04-29T23:10:29,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,0,0,0,1,82.0,1
1366,10329,2,50,3,3.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,3,0.0,0.0,1.0,0.0,10330,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2303,174920777,06c42be0-2f3e-4c87-bb90-58bb2e533284,2021-04-29T23:10:29,,[],submitted_via_web,wfpmandeteam,[],HND,1,853,2,46,1 3 8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3 9,0,0,1,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.0,82.0,1.0,0.0,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,2,1.0,885,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174920777,06c42be0-2f3e-4c87-bb90-58bb2e533284,2021-04-29T23:10:29,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,0,0,1,82.0,1
1367,10379,1,35,6,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,10380,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2313,174920868,67972b7b-8e1f-4459-b1db-16e2d1968263,2021-04-29T23:11:38,,[],submitted_via_web,,[],GT,1,854,1,35,1 6 7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,6500.0,2.0,0.0,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,1,,1,,886,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174920868,67972b7b-8e1f-4459-b1db-16e2d1968263,2021-04-29T23:11:38,,[],submitted_via_web,,[],GT,1,0,0,0,1,0,3250.0,1
1370,10718,1,31,2,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,1.0,3,0.0,0.0,1.0,0.0,10719,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2378,174924813,8aec87a2-aacd-455a-a625-5362582a9328,2021-04-30T00:15:22,,[],submitted_via_web,wfpmandeteam,[],HND,1,858,1,54,2 1 6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1435.0,1.0,,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,4,,1,,890,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174924813,8aec87a2-aacd-455a-a625-5362582a9328,2021-04-30T00:15:22,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,1,0,0,1435.0,1
1372,10720,1,36,2,4.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,3,0.0,0.0,1.0,0.0,10721,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2378,174924813,8aec87a2-aacd-455a-a625-5362582a9328,2021-04-30T00:15:22,,[],submitted_via_web,wfpmandeteam,[],HND,1,858,1,54,2 1 6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1435.0,1.0,,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,4,,1,,890,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174924813,8aec87a2-aacd-455a-a625-5362582a9328,2021-04-30T00:15:22,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,1,0,0,1435.0,1
1374,10721,2,62,2,4.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,3,0.0,0.0,1.0,0.0,10722,Estudio de Migración y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,2378,174924813,8aec87a2-aacd-455a-a625-5362582a9328,2021-04-30T00:15:22,,[],submitted_via_web,wfpmandeteam,[],HND,1,858,1,54,2 1 6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1435.0,1.0,,,,,,,,7,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,4,,1,,890,Estudio de Migraci_n y Seguridad Alimentaria - Encuesta de hogares 2021 VERSION FINAL,174924813,8aec87a2-aacd-455a-a625-5362582a9328,2021-04-30T00:15:22,,[],submitted_via_web,wfpmandeteam,[],HND,0,0,1,1,0,0,1435.0,1
